"Id","ActivityDate","TotalSteps","VeryActiveMinutes","FairlyActiveMinutes","LightlyActiveMinutes","SedentaryMinutes","Calories","TotalMinutes"
4057192912,"4/8/2016",8426,2,120,25,1293,2360,1440
4057192912,"4/9/2016",1650,0,0,60,1380,1952,1440
4057192912,"4/10/2016",3434,1,7,108,1324,2101,1440
4057192912,"4/11/2016",6801,0,0,193,1247,2393,1440
4057192912,"4/12/2016",187,0,0,11,400,538,411
4319703577,"3/29/2016",5643,3,8,199,683,1958,893
4319703577,"3/30/2016",9043,4,12,244,702,2141,962
4319703577,"3/31/2016",8144,4,17,247,1125,2129,1393
4319703577,"4/1/2016",9343,14,20,268,654,2216,956
4319703577,"4/2/2016",8405,15,4,257,621,2154,897
4319703577,"4/3/2016",8223,12,37,257,551,2178,857
4319703577,"4/4/2016",10067,5,39,313,578,2308,935
4319703577,"4/5/2016",8359,3,14,311,638,2201,966
4319703577,"4/6/2016",10946,8,51,308,569,2341,936
4319703577,"4/7/2016",9130,7,11,304,668,2236,990
4319703577,"4/8/2016",6544,4,6,276,1132,2069,1418
4445114986,"3/29/2016",2303,0,0,155,807,2010,962
4445114986,"3/30/2016",2600,0,0,163,1277,2032,1440
4445114986,"3/31/2016",4804,0,0,238,786,2227,1024
4445114986,"4/1/2016",3271,0,0,205,898,2133,1103
4445114986,"4/2/2016",5406,0,0,273,672,2317,945
4445114986,"4/3/2016",3146,0,0,171,1269,2058,1440
4445114986,"4/4/2016",2422,0,0,110,1330,1935,1440
4445114986,"4/5/2016",4239,1,6,235,702,2217,944
4445114986,"4/6/2016",6911,28,2,215,745,2374,990
4445114986,"4/7/2016",6667,24,1,208,939,2335,1172
4445114986,"4/8/2016",5543,0,0,266,941,2303,1207
4445114986,"4/9/2016",4195,0,0,239,758,2210,997
4445114986,"4/10/2016",6625,0,0,316,755,2424,1071
4445114986,"4/11/2016",5986,23,5,195,789,2297,1012
4445114986,"4/12/2016",278,0,0,20,253,745,273
4558609924,"4/1/2016",5336,0,0,258,1182,1902,1440
4558609924,"4/2/2016",3183,0,0,173,1180,1680,1353
4558609924,"4/3/2016",6176,1,7,269,886,1901,1163
4558609924,"4/4/2016",8205,0,0,367,1073,2078,1440
4558609924,"4/5/2016",6799,24,14,185,1217,1876,1440
4558609924,"4/6/2016",5668,0,0,259,1181,1853,1440
4558609924,"4/7/2016",7998,27,12,296,1105,2235,1440
4558609924,"4/8/2016",4195,0,0,241,1199,1778,1440
4558609924,"4/9/2016",5512,0,0,276,1164,1882,1440
4558609924,"4/10/2016",6263,0,0,290,1150,1906,1440
4558609924,"4/11/2016",8828,0,0,308,1132,2149,1440
4558609924,"4/12/2016",1260,0,0,76,555,722,631
4702921684,"3/29/2016",6506,4,5,241,760,2886,1010
4702921684,"3/30/2016",7583,3,13,227,742,2915,985
4702921684,"3/31/2016",6963,0,0,256,759,2895,1015
4702921684,"4/1/2016",7165,0,9,248,708,2923,965
4702921684,"4/2/2016",10328,0,32,367,475,3323,874
4702921684,"4/3/2016",12116,3,57,323,471,3357,854
4702921684,"4/4/2016",7810,6,27,216,746,2931,995
4702921684,"4/5/2016",6670,15,16,199,770,2848,1000
4702921684,"4/6/2016",7605,4,4,248,708,2943,964
4702921684,"4/7/2016",6585,0,0,210,770,2822,980
4702921684,"4/8/2016",8184,0,15,247,808,2981,1070
4702921684,"4/9/2016",14002,8,56,381,407,3597,852
4702921684,"4/10/2016",11135,1,25,331,528,3224,885
4702921684,"4/11/2016",6499,0,0,207,809,2677,1016
5553957443,"4/1/2016",12409,51,12,235,782,2142,1080
5553957443,"4/2/2016",2937,0,0,181,356,1615,537
5553957443,"4/3/2016",1515,0,0,93,507,1481,600
5553957443,"4/4/2016",8921,27,8,198,754,1892,987
5553957443,"4/5/2016",11306,40,26,218,772,2086,1056
5553957443,"4/6/2016",12252,33,28,229,745,2044,1035
5553957443,"4/7/2016",15444,51,39,243,731,2249,1064
5553957443,"4/8/2016",9938,38,24,193,767,2019,1022
5553957443,"4/9/2016",4599,0,0,176,578,1692,754
5553957443,"4/10/2016",5594,4,25,150,552,1712,731
5553957443,"4/11/2016",11906,32,27,234,688,2065,981
5553957443,"4/12/2016",3436,7,11,50,61,633,129
5577150313,"4/1/2016",10461,99,31,142,721,3625,993
5577150313,"4/2/2016",14873,202,36,153,663,4430,1054
5577150313,"4/3/2016",9917,58,27,240,700,3427,1025
5577150313,"4/4/2016",7401,70,19,204,689,3492,982
5577150313,"4/5/2016",8964,107,18,145,756,3597,1026
5577150313,"4/6/2016",11080,83,52,190,695,3765,1020
5577150313,"4/7/2016",4499,31,11,146,756,2775,944
5577150313,"4/8/2016",4363,8,2,156,813,2486,979
5577150313,"4/9/2016",10494,123,62,138,601,3817,924
5577150313,"4/10/2016",9776,80,35,162,721,3378,998
5577150313,"4/11/2016",2862,39,17,54,209,1511,319
6117666160,"4/1/2016",7444,0,0,286,568,2210,854
6117666160,"4/2/2016",19658,3,30,475,466,2884,974
6117666160,"4/4/2016",8468,2,11,279,1148,2262,1440
6117666160,"4/5/2016",9910,0,0,384,990,2445,1374
6117666160,"4/6/2016",12409,0,0,491,388,2694,879
6117666160,"4/7/2016",4853,0,0,156,770,1903,926
6117666160,"4/8/2016",8955,0,0,422,1018,2482,1440
6117666160,"4/9/2016",10789,0,0,506,413,2617,919
6290855005,"4/1/2016",6633,0,0,280,1160,2778,1440
6290855005,"4/2/2016",9548,25,107,113,1195,3119,1440
6391747486,"4/2/2016",2101,46,0,0,1394,2224,1440
6391747486,"4/5/2016",9766,0,6,301,1133,2442,1440
6391747486,"4/6/2016",165,0,0,8,1432,1849,1440
6775888955,"4/1/2016",7225,25,50,163,1189,3065,1427
6775888955,"4/2/2016",1988,0,0,79,909,2207,988
6775888955,"4/3/2016",1577,1,17,8,1414,1977,1440
6775888955,"4/5/2016",9348,56,133,240,1011,4286,1440
6775888955,"4/6/2016",11761,24,99,300,550,3920,973
6775888955,"4/7/2016",13987,46,114,250,739,3856,1149
6775888955,"4/8/2016",4131,27,30,75,1308,2584,1440
6775888955,"4/9/2016",14,0,0,1,601,787,602
6962181067,"3/30/2016",15491,18,77,272,641,2244,1008
6962181067,"3/31/2016",14097,50,32,234,595,2188,911
6962181067,"4/1/2016",10467,9,45,252,602,2014,908
6962181067,"4/2/2016",12437,50,24,219,732,2115,1025
6962181067,"4/3/2016",12307,14,51,218,589,2055,872
6962181067,"4/4/2016",18952,73,20,327,570,2437,990
6962181067,"4/5/2016",12010,38,17,287,692,2158,1034
6962181067,"4/6/2016",12480,55,14,276,593,2170,938
6962181067,"4/7/2016",13417,45,16,284,665,2244,1010
6962181067,"4/8/2016",14400,27,37,276,697,2188,1037
6962181067,"4/9/2016",12495,33,19,324,609,2231,985
6962181067,"4/10/2016",10148,19,7,306,679,2100,1011
6962181067,"4/11/2016",12362,21,38,297,678,2188,1034
6962181067,"4/12/2016",5893,43,9,48,146,917,246
7007744171,"4/1/2016",11680,50,7,244,1139,2573,1440
7007744171,"4/2/2016",10976,9,16,271,1075,2575,1371
7007744171,"4/3/2016",16806,104,31,230,1002,3086,1367
7007744171,"4/4/2016",15266,70,21,292,1057,2886,1440
7007744171,"4/5/2016",12084,50,6,284,1030,2676,1370
7007744171,"4/6/2016",13513,64,8,270,1098,2811,1440
7007744171,"4/7/2016",14100,61,33,265,1015,2840,1374
7007744171,"4/8/2016",12627,54,22,301,1063,2871,1440
7007744171,"4/9/2016",10345,2,6,358,1074,2613,1440
7007744171,"4/10/2016",10146,1,12,397,1030,2700,1440
7007744171,"4/11/2016",12168,18,27,375,1020,2871,1440
7007744171,"4/12/2016",7413,53,6,43,405,1023,507
7086361926,"4/1/2016",11463,38,30,154,777,2496,999
7086361926,"4/2/2016",87,0,0,2,872,1641,874
7086361926,"4/3/2016",1949,3,6,27,1404,1794,1440
7086361926,"4/4/2016",6101,31,24,138,1247,2421,1440
7086361926,"4/5/2016",7478,25,33,132,1159,2439,1349
7086361926,"4/6/2016",7352,19,14,124,814,2233,971
7086361926,"4/7/2016",14604,76,30,127,695,2862,928
7086361926,"4/8/2016",9634,50,48,140,797,2752,1035
7086361926,"4/9/2016",7338,27,5,204,717,2519,953
7086361926,"4/10/2016",569,0,0,27,1368,1799,1395
7086361926,"4/11/2016",6242,46,22,126,741,2543,935
7086361926,"4/12/2016",430,0,0,14,75,625,89
8053475328,"4/2/2016",20188,124,19,172,1125,3377,1440
8053475328,"4/3/2016",25701,165,36,97,1142,3697,1440
8053475328,"4/4/2016",17395,100,4,213,1123,3209,1440
8053475328,"4/5/2016",17167,98,8,184,1150,3167,1440
8053475328,"4/6/2016",16435,100,14,191,1135,3122,1440
8053475328,"4/7/2016",17078,101,6,190,1143,3176,1440
8053475328,"4/8/2016",11693,60,6,153,1221,2790,1440
8053475328,"4/9/2016",11159,59,6,120,1255,2715,1440
8053475328,"4/10/2016",10118,30,18,207,1185,2684,1440
8053475328,"4/11/2016",16064,96,8,155,1181,3097,1440
8053475328,"4/12/2016",290,0,0,16,599,791,615
8253242879,"4/6/2016",1931,0,0,94,1346,1607,1440
8253242879,"4/7/2016",5181,15,15,107,1303,1776,1440
8253242879,"4/8/2016",12026,47,13,150,1230,2162,1440
8253242879,"4/9/2016",5360,8,28,148,1256,1832,1440
8253242879,"4/10/2016",2545,0,0,126,1314,1657,1440
8253242879,"4/11/2016",1636,0,0,86,1139,1377,1225
8378563200,"4/1/2016",14179,73,21,195,719,3669,1008
8378563200,"4/2/2016",3358,0,0,144,657,2702,801
8378563200,"4/3/2016",9152,25,13,243,600,3304,881
8378563200,"4/4/2016",13935,105,16,220,658,4234,999
8378563200,"4/5/2016",12846,113,15,189,686,4128,1003
8378563200,"4/6/2016",9124,55,6,230,728,3798,1019
8378563200,"4/7/2016",9725,83,11,181,670,3839,945
8378563200,"4/8/2016",8350,72,10,167,868,3713,1117
8378563200,"4/9/2016",2240,0,0,110,843,2606,953
8378563200,"4/10/2016",2631,0,0,117,727,2624,844
8378563200,"4/11/2016",8837,74,17,182,811,3775,1084
8378563200,"4/12/2016",3246,65,15,49,243,1882,372
8583815059,"4/1/2016",2174,0,0,112,1328,2360,1440
8583815059,"4/2/2016",3494,0,0,166,1274,2517,1440
8583815059,"4/3/2016",2380,0,0,131,1309,2400,1440
8583815059,"4/4/2016",3159,0,0,147,1293,2462,1440
8583815059,"4/5/2016",6835,5,15,212,1208,2786,1440
8583815059,"4/6/2016",2098,0,0,112,1328,2354,1440
8583815059,"4/7/2016",2816,0,0,138,1302,2437,1440
8583815059,"4/8/2016",1408,0,0,79,1052,1814,1131
8792009665,"4/1/2016",4592,4,8,176,748,2260,936
8792009665,"4/2/2016",8452,9,24,328,1079,3004,1440
8792009665,"4/3/2016",7238,2,6,279,636,2667,923
8792009665,"4/4/2016",3821,0,9,161,675,2229,845
8792009665,"4/5/2016",2332,1,10,111,904,2100,1026
8792009665,"4/6/2016",2121,0,0,122,855,2114,977
8792009665,"4/7/2016",1291,0,0,77,888,1961,965
8792009665,"4/8/2016",1467,2,8,71,912,1953,993
8792009665,"4/9/2016",1022,0,0,63,739,1890,802
8792009665,"4/10/2016",4605,0,0,179,1261,2253,1440
8792009665,"4/11/2016",178,0,0,12,1428,1725,1440
8792009665,"4/12/2016",20,0,0,6,598,728,604
8877689391,"4/1/2016",18700,67,3,247,1123,3527,1440
8877689391,"4/2/2016",27572,116,24,260,1040,4220,1440
8877689391,"4/3/2016",15260,106,17,259,1058,3864,1440
8877689391,"4/4/2016",20779,78,16,208,1138,3662,1440
8877689391,"4/5/2016",10695,10,3,246,1181,2834,1440
8877689391,"4/6/2016",24136,87,16,318,1019,4039,1440
8877689391,"4/7/2016",10910,32,11,212,1185,2947,1440
8877689391,"4/8/2016",23014,70,29,359,982,4196,1440
8877689391,"4/9/2016",16470,90,9,289,1052,3841,1440
8877689391,"4/10/2016",28497,128,46,211,1055,4526,1440
8877689391,"4/11/2016",10622,18,7,225,1190,2820,1440
8877689391,"4/12/2016",2350,0,0,58,531,938,589
